yORF,gene name,GFP tagged,GFP visualized?,TAP visualized?,abundance,error,localization summary
YIL052C,RPL34B,tagged,visualized,TAP visualized,21000,,cytoplasm
YIL053W,RHR2,tagged,visualized,TAP visualized,193000,,"ambiguous,cytoplasm,nucleus"
YIL055C,,tagged,visualized,TAP visualized,low signal,,ambiguous
YIL056W,,tagged,visualized,TAP visualized,279,,"cytoplasm,nucleus"
YIL057C,,tagged,visualized,TAP visualized,5530,,cytoplasm
YIL061C,SNP1,tagged,visualized,TAP visualized,736,,"cytoplasm,nucleus"
YIL062C,ARC15,tagged,visualized,TAP visualized,3060,,actin
YIL063C,YRB2,tagged,visualized,TAP visualized,3620,542.0,nucleus
YIL064W,,tagged,visualized,TAP visualized,1620,,cytoplasm
YIL065C,FIS1,tagged,visualized,TAP visualized,2410,,ambiguous
YIL066C,RNR3,tagged,visualized,TAP visualized,1360,,cytoplasm
YIL067C,,tagged,visualized,not TAP visualized,not visualized,,vacuole
YIL068C,SEC6,tagged,visualized,TAP visualized,1080,,"ambiguous,bud neck,cell periphery,bud"
YIL069C,RPS24B,tagged,visualized,TAP visualized,6160,,cytoplasm
YIL070C,MAM33,tagged,visualized,TAP visualized,4910,,mitochondrion
YIL071C,PCI8,tagged,visualized,TAP visualized,504,,cytoplasm
YIL074C,SER33,tagged,visualized,TAP visualized,2010,,cytoplasm
YIL075C,RPN2,tagged,visualized,TAP visualized,4750,,"cytoplasm,nucleus"
YIL076W,SEC28,tagged,visualized,TAP visualized,23100,,"Golgi,early Golgi"
YIL077C,,tagged,visualized,TAP visualized,922,,mitochondrion
YIL078W,THS1,tagged,visualized,TAP visualized,42600,4750.0,cytoplasm
YIL079C,AIR1,tagged,visualized,TAP visualized,1550,,"cytoplasm,nucleus"
YIL083C,,tagged,visualized,TAP visualized,3170,,"cytoplasm,nucleus"
YIL084C,SDS3,tagged,visualized,TAP visualized,105,,nucleus
YIL087C,,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YIL088C,AVT7,tagged,visualized,TAP visualized,195,,ER
YIL090W,,tagged,visualized,TAP visualized,606,,ER
YIL091C,,tagged,visualized,TAP visualized,172,,"nucleolus,nucleus"
YIL092W,,tagged,visualized,TAP visualized,105,,"cytoplasm,nucleus"
YIL093C,RSM25,tagged,visualized,TAP visualized,1920,,mitochondrion
YIL094C,LYS12,tagged,visualized,TAP visualized,19100,,mitochondrion
YIL095W,PRK1,tagged,visualized,TAP visualized,1320,,actin
YIL096C,,tagged,visualized,TAP visualized,2960,,"nucleolus,nucleus"
YIL097W,FYV10,tagged,visualized,TAP visualized,784,,"cytoplasm,nucleus"
YIL098C,FMC1,tagged,visualized,TAP visualized,589,,mitochondrion
YIL101C,XBP1,tagged,visualized,TAP visualized,195,,nucleus
YIL103W,,tagged,visualized,TAP visualized,2530,,cytoplasm
YIL104C,SHQ1,tagged,visualized,TAP visualized,7060,,nucleus
YIL105C,LIT2,tagged,visualized,TAP visualized,5190,,punctate composite
YIL106W,MOB1,tagged,visualized,TAP visualized,5020,,"cytoplasm,spindle pole"
YIL107C,PFK26,tagged,visualized,TAP visualized,1710,,cytoplasm
YIL108W,,tagged,visualized,TAP visualized,195,,cytoplasm
YIL109C,SEC24,tagged,visualized,not TAP visualized,not visualized,,ER to Golgi
YIL110W,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YIL111W,COX5B,tagged,visualized,TAP visualized,2250,,mitochondrion
YIL112W,HOS4,tagged,visualized,TAP visualized,low signal,,nucleus
YIL113W,SDP1,tagged,visualized,TAP visualized,technical problem,,mitochondrion
YIL114C,POR2,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YIL115C,NUP159,tagged,visualized,TAP visualized,1230,,nuclear periphery
YIL116W,HIS5,tagged,visualized,not TAP visualized,not visualized,,cytoplasm
YIL117C,PRM5,tagged,visualized,not TAP visualized,not visualized,,vacuole
YIL119C,RPI1,tagged,visualized,TAP visualized,1340,,"cytoplasm,nucleus"
YIL121W,QDR2,tagged,visualized,not TAP visualized,not visualized,,cell periphery
YIL122W,POG1,tagged,visualized,TAP visualized,736,,nucleus
YIL123W,SIM1,tagged,visualized,TAP visualized,1800,,vacuole
YIL124W,AYR1,tagged,visualized,TAP visualized,3670,,ER
YIL125W,KGD1,tagged,visualized,TAP visualized,14300,,mitochondrion
YIL126W,STH1,tagged,visualized,TAP visualized,1990,,nucleus
YIL127C,,tagged,visualized,TAP visualized,3670,,nucleolus
YIL128W,MET18,tagged,visualized,TAP visualized,3150,,cytoplasm
YIL129C,TAO3,tagged,visualized,TAP visualized,206,,ambiguous
YIL130W,GIN1,tagged,visualized,TAP visualized,396,,nucleus
YIL131C,FKH1,tagged,visualized,TAP visualized,1720,,nucleus
YIL132C,CSM2,tagged,visualized,TAP visualized,414,,"cytoplasm,nucleus"
YIL133C,RPL16A,tagged,visualized,TAP visualized,43300,,cytoplasm
YIL135C,VHS2,tagged,visualized,TAP visualized,2180,,cytoplasm
YIL136W,OM45,tagged,visualized,TAP visualized,6490,,mitochondrion
YIL137C,,tagged,visualized,TAP visualized,5110,,cytoplasm
YIL138C,TPM2,tagged,visualized,TAP visualized,11100,,cytoplasm
YIL140W,AXL2,tagged,visualized,TAP visualized,396,,"ambiguous,bud neck,cell periphery,vacuole,bud"
YIL143C,SSL2,tagged,visualized,TAP visualized,825,246.0,nucleus
YIL144W,TID3,tagged,visualized,TAP visualized,1160,,spindle pole
YIL145C,PAN6,tagged,visualized,TAP visualized,2400,,"cytoplasm,nucleus"
YIL147C,SLN1,tagged,visualized,TAP visualized,656,,cell periphery
YIL148W,RPL40A,tagged,visualized,TAP visualized,11800,,"cytoplasm,nucleus"
YIL149C,MLP2,tagged,visualized,TAP visualized,2770,,nuclear periphery
YIL150C,MCM10,tagged,visualized,TAP visualized,1860,202.0,"cytoplasm,nucleus"
YIL151C,,tagged,visualized,TAP visualized,504,,ambiguous
YIL153W,RRD1,tagged,visualized,TAP visualized,4590,,"cytoplasm,nucleus"
YIL154C,IMP2',tagged,visualized,TAP visualized,5110,,cytoplasm
YIL155C,GUT2,tagged,visualized,TAP visualized,1670,,mitochondrion
YIL156W,UBP7,tagged,visualized,TAP visualized,606,,cytoplasm
YIL157C,,tagged,visualized,TAP visualized,1680,,mitochondrion
YIL158W,,tagged,visualized,not TAP visualized,not visualized,,vacuole
YIL159W,BNR1,tagged,visualized,TAP visualized,259,,bud neck
YIL160C,POT1,tagged,visualized,TAP visualized,technical problem,,ambiguous
YIL161W,,tagged,visualized,TAP visualized,1230,,cytoplasm
YIL172C,,tagged,visualized,TAP visualized,166,,cytoplasm
YIL173W,VTH1,tagged,visualized,TAP visualized,319,,endosome
YIR001C,SGN1,tagged,visualized,TAP visualized,6490,,cytoplasm
YIR002C,MPH1,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YIR003W,,tagged,visualized,TAP visualized,450,,actin
YIR004W,DJP1,tagged,visualized,TAP visualized,8970,,ER
YIR005W,IST3,tagged,visualized,TAP visualized,922,,"cytoplasm,nucleus"
YIR006C,PAN1,tagged,visualized,TAP visualized,technical problem,,punctate composite
YIR007W,,tagged,visualized,TAP visualized,1070,,cytoplasm
YIR009W,MSL1,tagged,visualized,TAP visualized,504,,"cytoplasm,nucleus"
YIR010W,DSN1,tagged,visualized,TAP visualized,1310,,spindle pole
YIR011C,STS1,tagged,visualized,TAP visualized,2120,,"cytoplasm,nucleus"
YIR012W,SQT1,tagged,visualized,TAP visualized,19700,5170.0,"cytoplasm,nucleus"
YIR014W,,tagged,visualized,TAP visualized,low signal,,vacuole
YIR015W,RPR2,tagged,visualized,TAP visualized,2070,,nucleus
YIR017C,MET28,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YIR018W,YAP5,tagged,visualized,TAP visualized,238,,"cytoplasm,nucleus"
YIR021W,MRS1,tagged,visualized,TAP visualized,5240,,mitochondrion
YIR022W,SEC11,tagged,visualized,TAP visualized,3150,,ER
YIR023W,DAL81,tagged,visualized,TAP visualized,704,,nucleus
YIR024C,GIF1,tagged,visualized,TAP visualized,589,,mitochondrion
YIR026C,YVH1,tagged,visualized,TAP visualized,7570,,cytoplasm
YIR034C,LYS1,tagged,visualized,TAP visualized,112000,,"cytoplasm,nucleus"
YIR035C,,tagged,visualized,TAP visualized,2370,,cytoplasm
YIR036C,,tagged,visualized,TAP visualized,1620,,cytoplasm
YIR037W,HYR1,tagged,visualized,TAP visualized,8120,,cytoplasm
YIR038C,GTT1,tagged,visualized,TAP visualized,technical problem,,ambiguous
YJL001W,PRE3,tagged,visualized,TAP visualized,7250,,nucleus
YJL002C,OST1,tagged,visualized,TAP visualized,11900,,ER
YJL004C,SYS1,tagged,visualized,TAP visualized,238,,early Golgi
YJL005W,CYR1,tagged,visualized,TAP visualized,low signal,,ambiguous
YJL006C,CTK2,tagged,visualized,TAP visualized,1590,,nucleus
YJL010C,,tagged,visualized,TAP visualized,2930,,"nucleolus,nucleus"
YJL011C,RPC17,tagged,visualized,TAP visualized,2930,,nucleus
YJL012C-A,,tagged,visualized,TAP visualized,8710,,ER
YJL013C,MAD3,tagged,visualized,TAP visualized,3170,,"cytoplasm,nucleus"
YJL016W,,tagged,visualized,TAP visualized,3360,,cytoplasm
YJL017W,,tagged,visualized,TAP visualized,172,,cytoplasm
YJL018W,,tagged,visualized,TAP visualized,4510,,spindle pole
YJL021C,,tagged,visualized,TAP visualized,2610,,actin
YJL024C,APS3,tagged,visualized,TAP visualized,1240,,"punctate composite,early Golgi"
YJL025W,RRN7,tagged,visualized,TAP visualized,398,110.0,nucleolus
YJL026W,RNR2,tagged,visualized,TAP visualized,538,,"cytoplasm,nucleus"
YJL029C,VPS53,tagged,visualized,TAP visualized,low signal,,"punctate composite,early Golgi"
YJL030W,MAD2,tagged,visualized,TAP visualized,1110,,"cytoplasm,nucleus"
YJL033W,HCA4,tagged,visualized,TAP visualized,7900,,nucleolus
YJL034W,KAR2,tagged,visualized,TAP visualized,337000,,ambiguous
YJL035C,TAD2,tagged,visualized,TAP visualized,830,,"cytoplasm,nucleus"
YJL036W,SNX4,tagged,visualized,TAP visualized,450,,endosome
YJL039C,NUP192,tagged,visualized,TAP visualized,2520,,nuclear periphery
YJL041W,NSP1,tagged,visualized,TAP visualized,2400,,nuclear periphery
YJL042W,MHP1,tagged,visualized,TAP visualized,279,,cytoplasm
YJL043W,,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YJL044C,GYP6,tagged,visualized,TAP visualized,2990,,late Golgi
YJL047C,RTT101,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YJL048C,,tagged,visualized,TAP visualized,1340,,nuclear periphery
YJL050W,MTR4,tagged,visualized,TAP visualized,12500,,"nucleolus,nucleus"
YJL052W,TDH1,tagged,visualized,TAP visualized,120000,,"cytoplasm,nucleus"
YJL053W,PEP8,tagged,visualized,not TAP visualized,not visualized,,endosome
YJL054W,TIM54,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YJL055W,,tagged,visualized,TAP visualized,6440,,"cytoplasm,nucleus"
YJL056C,ZAP1,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YJL057C,IKS1,tagged,visualized,TAP visualized,892,,
YJL058C,BIT61,tagged,visualized,TAP visualized,1960,,cytoplasm
YJL060W,BNA3,tagged,visualized,TAP visualized,1600,,"cytoplasm,mitochondrion"
YJL061W,NUP82,tagged,visualized,TAP visualized,9470,2180.0,nuclear periphery
YJL062W,LAS21,tagged,visualized,TAP visualized,259,,ER
YJL062W-A,,tagged,visualized,TAP visualized,2530,,mitochondrion
YJL063C,MRPL8,tagged,visualized,TAP visualized,3030,,mitochondrion
YJL065C,,tagged,visualized,TAP visualized,3390,,nucleus
YJL066C,MPM1,tagged,visualized,TAP visualized,3390,,"ambiguous,mitochondrion"
YJL068C,,tagged,visualized,TAP visualized,1750,,cytoplasm
YJL069C,UTP18,tagged,visualized,TAP visualized,9570,,nucleolus
YJL070C,,tagged,visualized,TAP visualized,1100,,cytoplasm
YJL071W,ARG2,tagged,visualized,TAP visualized,112,,mitochondrion
YJL074C,SMC3,tagged,visualized,TAP visualized,2660,,nucleus
YJL076W,NET1,tagged,visualized,TAP visualized,1590,,nucleolus
YJL078C,PRY3,tagged,visualized,not TAP visualized,not visualized,,ER
YJL079C,PRY1,tagged,visualized,TAP visualized,556,,vacuole
YJL080C,SCP160,tagged,visualized,TAP visualized,technical problem,,ER
YJL081C,ARP4,tagged,visualized,TAP visualized,1070,308.0,nucleus
YJL082W,IML2,tagged,visualized,TAP visualized,4980,,"cytoplasm,nucleus"
YJL084C,,tagged,visualized,TAP visualized,49.2,,cytoplasm
YJL085W,EXO70,tagged,visualized,TAP visualized,4280,340.0,"bud neck,cell periphery,bud"
YJL087C,TRL1,tagged,visualized,TAP visualized,3110,56.0,cytoplasm
YJL088W,ARG3,tagged,visualized,TAP visualized,1140,,"cytoplasm,nucleus"
YJL090C,DPB11,tagged,visualized,TAP visualized,540,55.4,"cytoplasm,nucleus"
YJL091C,GWT1,tagged,visualized,TAP visualized,low signal,,ER
YJL092W,HPR5,tagged,visualized,TAP visualized,5190,,nucleus
YJL095W,BCK1,tagged,visualized,TAP visualized,112,,cytoplasm
YJL096W,MRPL49,tagged,visualized,TAP visualized,1840,,mitochondrion
YJL097W,,tagged,visualized,TAP visualized,technical problem,,"ER,vacuole"
YJL098W,SAP185,tagged,visualized,TAP visualized,11200,,cytoplasm
YJL099W,CHS6,tagged,visualized,TAP visualized,1180,,late Golgi
YJL101C,GSH1,tagged,visualized,TAP visualized,5130,,cytoplasm
YJL102W,MEF2,tagged,visualized,TAP visualized,1730,,mitochondrion
YJL104W,MIA1,tagged,visualized,TAP visualized,3180,,mitochondrion
YJL107C,,tagged,visualized,TAP visualized,1480,,
YJL109C,UTP10,tagged,visualized,TAP visualized,18200,,nucleolus
YJL110C,GZF3,tagged,visualized,TAP visualized,319,,"cytoplasm,nucleus"
YJL112W,MDV1,tagged,visualized,TAP visualized,3730,,mitochondrion
YJL115W,ASF1,tagged,visualized,TAP visualized,6230,,nucleus
YJL117W,PHO86,tagged,visualized,not TAP visualized,not visualized,,ER
YJL121C,RPE1,tagged,visualized,TAP visualized,3310,,"cytoplasm,nucleus"
YJL122W,,tagged,visualized,TAP visualized,4780,,nucleus
YJL123C,,tagged,visualized,TAP visualized,2160,,"cytoplasm,Golgi,early Golgi"
YJL124C,LSM1,tagged,visualized,TAP visualized,3490,,cytoplasm
YJL125C,GCD14,tagged,visualized,TAP visualized,7220,22.8,nucleus
YJL127C,SPT10,tagged,visualized,TAP visualized,1500,,"cytoplasm,nucleus"
YJL128C,PBS2,tagged,visualized,TAP visualized,2160,,cytoplasm
YJL130C,URA2,tagged,visualized,TAP visualized,11000,,cytoplasm
YJL131C,,tagged,visualized,TAP visualized,319,,mitochondrion
YJL133W,MRS3,tagged,visualized,TAP visualized,1360,,mitochondrion
YJL136C,RPS21B,tagged,visualized,TAP visualized,15300,,cytoplasm
YJL137C,GLG2,tagged,visualized,TAP visualized,981,,cytoplasm
YJL138C,TIF2,tagged,visualized,TAP visualized,technical problem,,cytoplasm
YJL140W,RPB4,tagged,visualized,not TAP visualized,not visualized,,nucleus
YJL143W,TIM17,tagged,visualized,TAP visualized,1210,,"cytoplasm,nucleus"
YJL144W,,tagged,visualized,TAP visualized,149,,cytoplasm
YJL145W,SFH5,tagged,visualized,TAP visualized,6540,,cytoplasm
YJL146W,IDS2,tagged,visualized,TAP visualized,1850,,"cytoplasm,nucleus"
YJL147C,,tagged,visualized,TAP visualized,981,,mitochondrion
YJL148W,RPA34,tagged,visualized,TAP visualized,3360,,nucleolus
YJL151C,SNA3,tagged,visualized,TAP visualized,12500,,vacuole
YJL153C,INO1,tagged,visualized,TAP visualized,low signal,,cytoplasm
YJL154C,VPS35,tagged,visualized,TAP visualized,2360,,"vacuolar membrane,endosome"
YJL155C,FBP26,tagged,visualized,TAP visualized,1680,,cytoplasm
YJL157C,FAR1,tagged,visualized,TAP visualized,238,,nucleus
YJL158C,CIS3,tagged,visualized,TAP visualized,12500,,vacuole
YJL161W,,tagged,visualized,TAP visualized,low signal,,mitochondrion
YJL162C,,tagged,visualized,TAP visualized,184,,"cytoplasm,nucleus"
YJL164C,TPK1,tagged,visualized,TAP visualized,4320,,"cytoplasm,nucleus"
YJL166W,QCR8,tagged,visualized,TAP visualized,6140,,mitochondrion
YJL168C,SET2,tagged,visualized,TAP visualized,217,,nucleus
YJL169W,,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YJL171C,,tagged,visualized,TAP visualized,5530,,ER
YJL173C,RFA3,tagged,visualized,TAP visualized,4280,,nucleus
YJL176C,SWI3,tagged,visualized,TAP visualized,3150,,nucleus
YJL177W,RPL17B,tagged,visualized,TAP visualized,21100,,cytoplasm
YJL178C,ETF1,tagged,visualized,TAP visualized,8970,,punctate composite
YJL179W,PFD1,tagged,visualized,TAP visualized,721,,cytoplasm
YJL180C,ATP12,tagged,visualized,TAP visualized,6370,,cytoplasm
YJL183W,MNN11,tagged,visualized,TAP visualized,3480,,Golgi
YJL186W,MNN5,tagged,visualized,TAP visualized,11400,,punctate composite
YJL190C,RPS22A,tagged,visualized,TAP visualized,40400,,"nucleolus,nucleus"
YJL191W,RPS14B,tagged,visualized,TAP visualized,3370,,"cytoplasm,nucleolus,nucleus"
YJL192C,SOP4,tagged,visualized,TAP visualized,11700,,ER
YJL194W,CDC6,tagged,visualized,not TAP visualized,not visualized,,"cytoplasm,nucleus"
YJL196C,ELO1,tagged,visualized,TAP visualized,937,,ER
YJL197W,UBP12,tagged,visualized,TAP visualized,7110,,"cytoplasm,nucleus"
YJL198W,PHO90,tagged,visualized,TAP visualized,3430,,ER
YJL200C,,tagged,visualized,TAP visualized,4670,,mitochondrion
YJL201W,ECM25,tagged,visualized,TAP visualized,1750,,cytoplasm
YJL203W,PRP21,tagged,visualized,TAP visualized,2490,,nucleus
YJL204C,RCY1,tagged,visualized,TAP visualized,2700,,cytoplasm
YJL207C,,tagged,visualized,TAP visualized,300,,late Golgi
YJL208C,NUC1,tagged,visualized,TAP visualized,3870,,mitochondrion
YJL209W,CBP1,tagged,visualized,TAP visualized,2180,,mitochondrion
YJL210W,PEX2,tagged,visualized,TAP visualized,339,,peroxisome
YJL212C,OPT1,tagged,visualized,TAP visualized,2870,,ER
YJL217W,,tagged,visualized,TAP visualized,721,,cytoplasm
YJL222W,VTH2,tagged,visualized,TAP visualized,279,,ambiguous
YJR003C,,tagged,visualized,TAP visualized,3280,,mitochondrion
YJR005W,APL1,tagged,visualized,TAP visualized,1670,,"bud neck,cell periphery"
YJR006W,HYS2,tagged,visualized,TAP visualized,626,95.2,nucleus
YJR007W,SUI2,tagged,visualized,TAP visualized,17100,,cytoplasm
YJR008W,,tagged,visualized,TAP visualized,339,,"cytoplasm,nucleus"
YJR009C,TDH2,tagged,visualized,TAP visualized,121000,,"cytoplasm,nucleus"
YJR010C-A,SPC1,tagged,visualized,TAP visualized,5550,,ER
YJR010W,MET3,tagged,visualized,TAP visualized,1510,,cytoplasm
YJR011C,,tagged,visualized,TAP visualized,2560,,ambiguous
YJR013W,,tagged,visualized,TAP visualized,low signal,,ER
YJR014W,,tagged,visualized,TAP visualized,21600,,cytoplasm
YJR015W,,tagged,visualized,TAP visualized,639,,"ER,cytoplasm"
YJR016C,ILV3,tagged,visualized,TAP visualized,171000,38000.0,mitochondrion
YJR017C,ESS1,tagged,visualized,TAP visualized,4400,,"cytoplasm,nucleus"
YJR022W,LSM8,tagged,visualized,TAP visualized,1440,,"cytoplasm,nucleus"
YJR024C,,tagged,visualized,TAP visualized,952,,cytoplasm
YJR025C,BNA1,tagged,visualized,TAP visualized,2330,,"cytoplasm,nucleus"
YJR031C,GEA1,tagged,visualized,TAP visualized,2940,,Golgi
YJR032W,CPR7,tagged,visualized,TAP visualized,3230,,cytoplasm
YJR033C,RAV1,tagged,visualized,TAP visualized,149,,ambiguous
YJR035W,RAD26,tagged,visualized,TAP visualized,low signal,,"cytoplasm,nucleus"
YJR041C,,tagged,visualized,TAP visualized,1660,,nucleolus
YJR042W,NUP85,tagged,visualized,TAP visualized,7920,155.0,nuclear periphery
YJR043C,POL32,tagged,visualized,TAP visualized,2410,,"cytoplasm,nucleus"
YJR044C,VPS55,tagged,visualized,TAP visualized,2340,,endosome
YJR046W,TAH11,tagged,visualized,TAP visualized,2190,,"cytoplasm,nucleus"
YJR047C,ANB1,tagged,visualized,TAP visualized,14200,,cytoplasm
YJR048W,CYC1,tagged,visualized,TAP visualized,7330,,"cytoplasm,nucleus"
YJR049C,UTR1,tagged,visualized,TAP visualized,5040,,"cytoplasm,nucleus"
YJR050W,ISY1,tagged,visualized,TAP visualized,1990,,"cytoplasm,nucleus"
YJR051W,OSM1,tagged,visualized,TAP visualized,432,,"ambiguous,mitochondrion"
YJR052W,RAD7,tagged,visualized,TAP visualized,937,,"cytoplasm,nucleus"
YJR053W,BFA1,tagged,visualized,TAP visualized,1380,,spindle pole
YJR054W,,tagged,visualized,TAP visualized,538,,vacuole
YJR055W,HIT1,tagged,visualized,TAP visualized,2730,,"cytoplasm,nucleus"
YJR056C,,tagged,visualized,TAP visualized,1890,,"cytoplasm,nucleus"
YJR057W,CDC8,tagged,visualized,TAP visualized,2980,,cytoplasm
YJR058C,APS2,tagged,visualized,TAP visualized,1390,,"bud neck,cell periphery"
YJR059W,PTK2,tagged,visualized,TAP visualized,1420,,cytoplasm
YJR060W,CBF1,tagged,visualized,TAP visualized,6890,,nucleus
YJR062C,NTA1,tagged,visualized,TAP visualized,1640,,mitochondrion
YJR063W,RPA12,tagged,visualized,TAP visualized,8450,,nucleolus
YJR067C,YAE1,tagged,visualized,TAP visualized,1500,,"cytoplasm,nucleus"
YJR068W,RFC2,tagged,visualized,TAP visualized,4610,262.0,nucleus
YJR069C,HAM1,tagged,visualized,TAP visualized,3490,,"cytoplasm,nucleus"
YJR070C,,tagged,visualized,TAP visualized,39900,,"cytoplasm,nucleus"
YJR072C,,tagged,visualized,TAP visualized,15200,,cytoplasm
YJR073C,OPI3,tagged,visualized,TAP visualized,5890,,"ER,vacuole"
YJR074W,MOG1,tagged,visualized,TAP visualized,2840,,cytoplasm
YJR075W,HOC1,tagged,visualized,TAP visualized,7160,,Golgi
YJR076C,CDC11,tagged,visualized,TAP visualized,9280,,"bud neck,cell periphery"
YJR077C,MIR1,tagged,visualized,not TAP visualized,not visualized,,mitochondrion
YJR080C,,tagged,visualized,TAP visualized,2290,,mitochondrion
YJR082C,EAF6,tagged,visualized,TAP visualized,504,,nucleus
YJR083C,ACF4,tagged,visualized,TAP visualized,1140,,ambiguous
YJR084W,CSN12,tagged,visualized,TAP visualized,1510,,"cytoplasm,nucleus"
YJR085C,,tagged,visualized,TAP visualized,2100,,ambiguous
YJR086W,STE18,tagged,visualized,TAP visualized,5550,,"cytoplasm,punctate composite"
